PassengerId,Pclass,Survived,AgeStandard,FareStandard,fare_per_fam_member_Standard,SibSp,Parch,family_size,paid_fare,male,C,Missing_Embark,Q,S,A_deck,B_deck,C_deck,D_deck,E_deck,F_deck,G_deck,Missing_Deck,T_deck,DuplicatedName,DuplicatedTicket,DuplicatedCabin
157,3,1,-1.2975429286165532,-1.1571363276834234,-0.555355878208102,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
158,3,0,0.31863936396437514,-0.5485222826980981,-0.1046334556140754,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
159,3,0,-0.2641469768259236,-0.43072729929545756,0.011775921828990558,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
160,3,0,-0.2641469768259236,1.1503493803760079,-1.0676541832033464,0.9542425094393249,0.47712125471966244,2.3978952727983707,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
161,3,0,1.1011455083738528,0.11019150964631995,-0.1046334556140754,0.0,0.3010299956639812,0.6931471805599453,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
162,2,1,0.9132499266836088,0.09711262053943596,0.5665884857865602,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
163,3,0,0.0,-0.967421566101701,-0.43072729929545756,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
164,3,0,-1.2206403488473496,-0.43072729929545756,0.011775921828990558,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
165,3,0,-2.449128853944237,0.8131596275295975,-1.0187934550221132,0.6989700043360189,0.3010299956639812,1.791759469228055,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
166,3,1,-1.5689196324989263,0.20929857062027762,-0.9823968191641367,0.0,0.47712125471966244,1.0986122886681098,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
167,1,1,0.8122178014999129,0.9868662598174517,0.8568380541021232,0.0,0.3010299956639812,0.6931471805599453,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
168,3,0,1.1503493803760079,0.5546534360049911,-1.4543432139031636,0.3010299956639812,0.6989700043360189,1.791759469228055,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
169,1,0,0.8122178014999129,0.42608618689564076,0.7686970598501593,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
170,3,0,0.1573106846101707,1.0024408953397494,1.4863491385003453,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
171,1,0,1.8386123585829448,0.7099619570285112,1.0601449947564574,0.0,0.0,0.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
172,3,0,-1.8378802347660605,0.59714609685134,-1.382994127100638,0.6989700043360189,0.3010299956639812,1.791759469228055,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1
173,3,1,-2.449128853944237,-0.2645454005017803,-1.7707049829944075,0.3010299956639812,0.3010299956639812,1.0986122886681098,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
174,3,0,-0.8122178014999131,-0.649863538956174,-0.19024939642598612,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
175,1,0,1.7316643961222447,0.6532731833480998,0.9908961865732249,0.0,0.0,0.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
176,3,0,-1.1503493803760079,-0.8122178014999131,-1.9264690412247318,0.3010299956639812,0.3010299956639812,1.0986122886681098,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
177,3,0,-0.2641469768259236,0.3979199562624894,-1.3212048852728948,0.6020599913279624,0.3010299956639812,1.6094379124341003,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
178,1,0,1.382994127100648,0.5827204566248133,0.9163989765032258,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
179,2,0,0.31863936396437514,-0.1046334556140754,0.43072729929545744,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
180,3,0,0.6102946101863326,-5.199337582605575,-5.199337582605575,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
181,3,0,-0.2641469768259236,1.1503493803760079,-1.0676541832033464,0.9542425094393249,0.47712125471966244,2.3978952727983707,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
182,2,0,0.31863936396437514,0.044596413675963745,0.5582505548961536,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
183,3,0,-1.5689196324989263,0.6762626942651104,-1.5183760578585548,0.6989700043360189,0.47712125471966244,1.9459101490553132,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
184,2,1,-2.449128853944237,0.8017930619434842,0.13700764347922745,0.47712125471966244,0.3010299956639812,1.3862943611198906,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1
185,3,1,-1.8378802347660605,0.25395050049535567,-0.7405383302975297,0.0,0.47712125471966244,1.0986122886681098,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
186,1,0,0.8122178014999129,0.9298106410844176,1.4232452968596438,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
187,3,1,-0.2641469768259236,0.07833360323036327,-0.5485222826980981,0.3010299956639812,0.0,0.6931471805599453,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1
188,1,1,1.1503493803760079,0.4676543823538879,0.8122178014999129,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
189,3,0,0.9132499266836088,0.07833360323036327,-1.3032391943932469,0.3010299956639812,0.3010299956639812,1.0986122886681098,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1
190,3,0,0.6102946101863326,-0.6744897501960817,-0.21042839424792484,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
191,2,1,0.43072729929545744,-0.1046334556140754,0.43072729929545744,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
192,2,0,-0.967421566101701,-0.1046334556140754,0.43072729929545744,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
193,3,1,-0.967421566101701,-0.8122178014999131,-1.744518313736088,0.3010299956639812,0.0,0.6931471805599453,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
194,2,1,-1.970101168076067,0.43072729929545744,0.012287943663490104,0.3010299956639812,0.3010299956639812,1.0986122886681098,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1
195,1,1,1.1011455083738528,0.5485222826980978,0.8674543354668658,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
196,1,1,1.7720341481691486,1.7439276659826752,1.812256418256667,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
197,3,0,-0.2641469768259236,-1.1503493803760079,-0.5485222826980981,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
198,3,0,1.009990169249582,-0.47958317899974895,-1.6439514325093258,0.0,0.3010299956639812,0.6931471805599453,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
199,3,1,-0.2641469768259236,-1.1503493803760079,-0.5485222826980981,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
200,2,0,-0.5485222826980981,-0.1046334556140754,0.43072729929545744,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
201,3,0,0.1573106846101707,-0.3604300790482675,0.11271661688061514,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
202,3,0,-0.2641469768259236,1.1503493803760079,-1.0676541832033464,0.9542425094393249,0.47712125471966244,2.3978952727983707,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
203,3,0,0.5084880591093566,-1.7809371300344714,-1.038380330386062,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
204,3,0,1.170831118956792,-1.731664396122245,-0.8132715498195354,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
205,3,1,-1.1503493803760079,-0.5485222826980981,-0.1046334556140754,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
206,3,0,-2.149768904909605,-0.29669642866596385,-1.287756960908796,0.0,0.3010299956639812,0.6931471805599453,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
207,3,0,0.43072729929545744,0.10463345561407526,-0.19024939642598612,0.3010299956639812,0.0,0.6931471805599453,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
208,3,1,0.0,0.17019230071742447,0.6032403490202513,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
209,3,1,-1.2975429286165532,-1.1503493803760079,-0.5485222826980981,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
210,1,1,0.9132499266836088,0.6643789989318133,0.9981769324420954,0.0,0.0,0.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
211,3,0,-0.5485222826980981,-1.743107270338234,-0.9045467232513029,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
212,2,1,0.5485222826980978,0.22313996679010467,0.6304541072223294,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
213,3,0,-0.6744897501960817,-1.382994127100638,-0.797564787376168,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
214,2,0,0.31863936396437514,-0.1046334556140754,0.43072729929545744,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
215,3,0,-0.2641469768259236,-1.1503493803760079,-1.750725359728917,0.3010299956639812,0.0,0.6931471805599453,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
216,1,1,0.37409541019772335,1.557869291635738,1.4877928834549938,0.3010299956639812,0.0,0.6931471805599453,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
217,3,1,0.10463345561407526,-0.649863538956174,-0.19024939642598612,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
218,2,0,1.009990169249582,0.4983468687790372,0.4778346430444848,0.3010299956639812,0.0,0.6931471805599453,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
219,1,1,0.43072729929545744,1.2651398032108587,1.7283699219470785,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
220,2,0,0.31863936396437514,-0.2948912713722954,0.21042839424792456,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
221,3,1,-1.2975429286165532,-0.5485222826980981,-0.1046334556140754,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
222,2,0,0.10463345561407526,-0.1046334556140754,0.43072729929545744,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
223,3,0,1.42978833594553,-0.5485222826980981,-0.1046334556140754,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
224,3,0,-0.2641469768259236,-0.6744897501960817,-0.21042839424792484,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
225,1,1,0.8122178014999129,1.422625456485952,1.366300251285312,0.3010299956639812,0.0,0.6931471805599453,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1
226,3,0,-0.6744897501960817,-0.37288050714652554,0.09640224583047002,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
227,2,1,-0.967421566101701,-0.2948912713722954,0.21042839424792456,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
228,3,0,-0.8490861916917161,-1.382994127100638,-0.797564787376168,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
229,2,0,-1.1503493803760079,-0.1046334556140754,0.43072729929545744,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
230,3,0,-0.2641469768259236,0.3979199562624894,-1.3212048852728948,0.6020599913279624,0.3010299956639812,1.6094379124341003,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
231,1,1,0.5485222826980978,1.3890434539494185,1.2726221941523916,0.3010299956639812,0.0,0.6931471805599453,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1
232,3,0,0.21042839424792456,-0.967421566101701,-0.43072729929545756,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
233,2,0,1.7933519429410234,-0.06858582161447507,0.4778346430444848,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
234,3,1,-1.731664396122245,0.6762626942651104,-1.5183760578585548,0.6989700043360189,0.47712125471966244,1.9459101490553132,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
235,2,0,-0.5485222826980981,-0.2948912713722954,0.21042839424792456,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
236,3,0,-0.2641469768259236,-1.235440341561252,-0.6321931648249927,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
237,2,0,1.1011455083738528,0.43072729929545744,0.43072729929545744,0.3010299956639812,0.0,0.6931471805599453,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
238,2,1,-1.6057296060590078,0.447436544633375,0.022529235503616855,0.0,0.47712125471966244,1.0986122886681098,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
239,2,0,-0.967421566101701,-0.2948912713722954,0.21042839424792456,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
240,2,0,0.46925288381280184,-0.21042839424792484,0.3075315418124799,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
241,3,0,-0.2641469768259236,0.0,-0.8122178014999131,0.3010299956639812,0.0,0.6931471805599453,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
242,3,1,-0.2641469768259236,0.07833360323036327,-0.5485222826980981,0.3010299956639812,0.0,0.6931471805599453,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1
243,2,0,0.21042839424792456,-0.2948912713722954,0.21042839424792456,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
244,3,0,-0.6744897501960817,-1.73817529510968,-0.8645477475399043,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
245,3,0,0.31863936396437514,-1.731664396122245,-0.8132715498195354,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
246,1,0,1.1011455083738528,1.422625456485952,0.9744371287337403,0.47712125471966244,0.0,1.0986122886681098,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1
247,3,0,-0.2641469768259236,-0.967421566101701,-0.43072729929545756,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
248,2,1,-0.5485222826980981,0.0034270609358222196,-1.3899546892501935,0.0,0.47712125471966244,1.0986122886681098,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
249,1,1,0.6744897501960817,0.9607011175979003,0.5878269475872829,0.3010299956639812,0.3010299956639812,1.0986122886681098,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1
250,2,0,1.5932188180230542,0.43072729929545744,0.43072729929545744,0.3010299956639812,0.0,0.6931471805599453,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
251,3,0,-0.2641469768259236,-1.382994127100638,-0.797564787376168,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
252,3,0,0.21042839424792456,-0.29669642866596385,-1.7991566405363544,0.3010299956639812,0.3010299956639812,1.0986122886681098,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
253,1,0,1.8627318674216515,0.4676543823538879,0.8122178014999129,0.0,0.0,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
254,3,0,0.31863936396437514,0.11019150964631995,-0.1046334556140754,0.3010299956639812,0.0,0.6931471805599453,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
255,3,0,0.9674215661017008,0.20224316256953456,-0.9989282349022255,0.0,0.47712125471966244,1.0986122886681098,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
256,3,1,0.21042839424792456,0.05926734550309265,-1.32403820055018,0.0,0.47712125471966244,1.0986122886681098,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
257,1,1,0.8122178014999129,1.320215901733085,1.7345583516100054,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
258,1,1,0.31863936396437514,1.4044153077252854,1.7424872439447099,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
259,1,1,0.5485222826980978,5.19933758270342,5.19933758270342,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
260,2,1,1.382994127100648,0.43072729929545744,0.43072729929545744,0.0,0.3010299956639812,0.6931471805599453,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
261,3,0,-0.2641469768259236,-1.1503493803760079,-0.5485222826980981,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
262,3,1,-1.970101168076067,0.6762626942651104,-1.5183760578585548,0.6989700043360189,0.47712125471966244,1.9459101490553132,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
263,1,0,1.4799413890351998,1.329102771594075,0.8122178014999129,0.3010299956639812,0.3010299956639812,1.0986122886681098,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1
264,1,0,0.9132499266836088,-5.199337582605575,-5.199337582605575,0.0,0.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
265,3,0,-0.2641469768259236,-1.1503493803760079,-0.5485222826980981,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
266,2,0,0.6102946101863326,-0.2948912713722954,0.21042839424792456,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
267,3,0,-1.2975429286165532,0.8131596275295975,-1.0187934550221132,0.6989700043360189,0.3010299956639812,1.791759469228055,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
268,3,1,-0.2641469768259236,-0.967421566101701,-1.7492299925376333,0.3010299956639812,0.0,0.6931471805599453,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
269,1,1,1.7720341481691486,1.7528290046395152,1.7319014309008214,0.0,0.3010299956639812,0.6931471805599453,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1
270,1,1,0.5485222826980978,1.7219141449551265,1.7989385934134634,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
271,1,0,0.8122178014999129,0.6643789989318133,0.9981769324420954,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
272,3,1,-0.2641469768259236,-5.199337582605575,-5.199337582605575,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
273,2,1,0.9674215661017008,0.18619382151321814,0.13700764347922745,0.0,0.3010299956639812,0.6931471805599453,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
274,1,0,0.6744897501960817,0.6174648767325491,0.5558754252280028,0.0,0.3010299956639812,0.6931471805599453,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
275,3,1,-0.2641469768259236,-1.1503493803760079,-0.5485222826980981,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
276,1,1,1.887986388616076,1.2962194736179753,1.2013340596976014,0.3010299956639812,0.0,0.6931471805599453,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
277,3,0,1.1503493803760079,-1.1503493803760079,-0.5485222826980981,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
278,2,0,0.31863936396437514,-5.199337582605575,-5.199337582605575,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
279,3,0,-1.6448536269514729,0.59714609685134,-1.382994127100638,0.6989700043360189,0.3010299956639812,1.791759469228055,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1
280,3,1,0.5485222826980978,0.20308927325117826,-0.9969300804350508,0.3010299956639812,0.3010299956639812,1.0986122886681098,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
281,3,0,1.9424443284238977,-1.1503493803760079,-0.5485222826980981,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
282,3,0,0.1573106846101707,-0.8122178014999131,-0.34511702077433287,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
283,3,0,-1.2975429286165532,-0.3604300790482675,0.11271661688061514,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
284,3,1,-0.967421566101701,-0.5485222826980981,-0.1046334556140754,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
285,1,0,0.8122178014999129,0.43072729929545744,0.7738417323372526,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
286,3,0,0.46925288381280184,-0.43072729929545756,0.011775921828990558,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
287,3,1,0.31863936396437514,-0.3604300790482675,0.11271661688061514,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
288,3,0,-0.6744897501960817,-0.6744897501960817,-0.21042839424792484,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
289,2,1,1.009990169249582,-0.1046334556140754,0.43072729929545744,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
290,3,1,-0.6744897501960817,-1.1503493803760079,-0.5485222826980981,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
291,1,1,0.0,1.313375300253107,1.734180928938863,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
292,1,1,-0.967421566101701,1.4283366423447337,1.382994127100638,0.3010299956639812,0.0,0.6931471805599453,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
293,2,0,0.6102946101863326,-0.12275785250853997,0.4035985712362548,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
294,3,0,-0.5485222826980981,-0.41481565096776407,0.034822000320701554,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
295,3,0,-0.5485222826980981,-0.6744897501960817,-0.21042839424792484,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
296,1,0,0.8122178014999129,0.5485222826980978,0.8674543354668658,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
297,3,0,-0.579132162255556,-1.6579213940603703,-0.8108668369263909,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
298,1,0,-2.149768904909605,1.7503627437849745,1.1747437098817848,0.3010299956639812,0.47712125471966244,1.3862943611198906,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1
299,1,1,0.8122178014999129,0.6461673371442507,0.986237551969797,0.0,0.0,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
300,1,1,1.382994127100648,1.8899837786880713,1.784770046683359,0.0,0.3010299956639812,0.6931471805599453,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
301,3,1,-0.2641469768259236,-1.1503493803760079,-0.5485222826980981,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
302,3,1,-0.2641469768259236,0.2910945330374763,-0.5485222826980981,0.47712125471966244,0.0,1.0986122886681098,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1
303,3,0,-0.967421566101701,-5.199337582605575,-5.199337582605575,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
304,2,1,0.31863936396437514,-0.19939467832408986,0.31169245624340214,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
305,3,0,-0.2641469768259236,-0.5485222826980981,-0.1046334556140754,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
306,1,1,-2.4854174739683987,1.7503627437849745,1.1747437098817848,0.3010299956639812,0.47712125471966244,1.3862943611198906,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1
307,1,1,0.8122178014999129,1.5426305919770709,1.769797582526339,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
308,1,1,-1.2206403488473496,1.5302603255895195,1.4658416400811414,0.3010299956639812,0.0,0.6931471805599453,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
309,2,0,0.31863936396437514,0.3140323044842253,0.2923197049420637,0.3010299956639812,0.0,0.6931471805599453,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
310,1,1,0.31863936396437514,1.0069992033090975,1.490774742141856,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
311,1,1,-0.5485222826980981,1.387452989487395,1.7388440871667599,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
312,1,1,-1.1503493803760079,1.9152233135129777,1.446612187577327,0.47712125471966244,0.47712125471966244,1.6094379124341003,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
313,2,0,0.0,0.43072729929545744,0.012287943663490104,0.3010299956639812,0.3010299956639812,1.0986122886681098,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
314,3,0,0.1573106846101707,-0.6744897501960817,-0.21042839424792484,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
315,2,0,1.0544724517700528,0.447436544633375,0.022529235503616855,0.3010299956639812,0.3010299956639812,1.0986122886681098,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
316,3,1,0.0,-0.8122178014999131,-0.34511702077433287,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
