PassengerId,Pclass,Survived,AgeStandard,FareStandard,SibSp,Parch,male,C,Missing_Embark,Q,S,A_deck,B_deck,C_deck,D_deck,E_deck,F_deck,G_deck,Missing_Deck,T_deck
218,2,0,1.009990169249582,0.4983468687790372,0.3010299956639812,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
219,1,1,0.43072729929545744,1.2651398032108587,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
220,2,0,0.31863936396437514,-0.2948912713722954,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
221,3,1,-1.2975429286165532,-0.5485222826980981,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
222,2,0,0.10463345561407526,-0.1046334556140754,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
223,3,0,1.42978833594553,-0.5485222826980981,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
224,3,0,-0.2641469768259236,-0.6744897501960817,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
225,1,1,0.8122178014999129,1.422625456485952,0.3010299956639812,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
226,3,0,-0.6744897501960817,-0.37288050714652554,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
227,2,1,-0.967421566101701,-0.2948912713722954,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
228,3,0,-0.8490861916917161,-1.382994127100638,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
229,2,0,-1.1503493803760079,-0.1046334556140754,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
230,3,0,-0.2641469768259236,0.3979199562624894,0.6020599913279624,0.3010299956639812,0,0,0,0,1,0,0,0,0,0,0,0,1,0
231,1,1,0.5485222826980978,1.3890434539494185,0.3010299956639812,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
232,3,0,0.21042839424792456,-0.967421566101701,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
233,2,0,1.7933519429410234,-0.06858582161447507,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
234,3,1,-1.731664396122245,0.6762626942651104,0.6989700043360189,0.47712125471966244,0,0,0,0,1,0,0,0,0,0,0,0,1,0
235,2,0,-0.5485222826980981,-0.2948912713722954,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
236,3,0,-0.2641469768259236,-1.235440341561252,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
237,2,0,1.1011455083738528,0.43072729929545744,0.3010299956639812,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
238,2,1,-1.6057296060590078,0.447436544633375,0.0,0.47712125471966244,0,0,0,0,1,0,0,0,0,0,0,0,1,0
239,2,0,-0.967421566101701,-0.2948912713722954,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
240,2,0,0.46925288381280184,-0.21042839424792484,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
241,3,0,-0.2641469768259236,0.0,0.3010299956639812,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
242,3,1,-0.2641469768259236,0.07833360323036327,0.3010299956639812,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
243,2,0,0.21042839424792456,-0.2948912713722954,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
244,3,0,-0.6744897501960817,-1.73817529510968,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
245,3,0,0.31863936396437514,-1.731664396122245,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
246,1,0,1.1011455083738528,1.422625456485952,0.47712125471966244,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
247,3,0,-0.2641469768259236,-0.967421566101701,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
248,2,1,-0.5485222826980981,0.0034270609358222196,0.0,0.47712125471966244,0,0,0,0,1,0,0,0,0,0,0,0,1,0
249,1,1,0.6744897501960817,0.9607011175979003,0.3010299956639812,0.3010299956639812,1,0,0,0,1,0,0,0,1,0,0,0,0,0
250,2,0,1.5932188180230542,0.43072729929545744,0.3010299956639812,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
251,3,0,-0.2641469768259236,-1.382994127100638,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
252,3,0,0.21042839424792456,-0.29669642866596385,0.3010299956639812,0.3010299956639812,0,0,0,0,1,0,0,0,0,0,0,1,0,0
253,1,0,1.8627318674216515,0.4676543823538879,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
254,3,0,0.31863936396437514,0.11019150964631995,0.3010299956639812,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
255,3,0,0.9674215661017008,0.20224316256953456,0.0,0.47712125471966244,0,0,0,0,1,0,0,0,0,0,0,0,1,0
256,3,1,0.21042839424792456,0.05926734550309265,0.0,0.47712125471966244,0,1,0,0,0,0,0,0,0,0,0,0,1,0
257,1,1,0.8122178014999129,1.320215901733085,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
258,1,1,0.31863936396437514,1.4044153077252854,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
259,1,1,0.5485222826980978,5.19933758270342,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
260,2,1,1.382994127100648,0.43072729929545744,0.0,0.3010299956639812,0,0,0,0,1,0,0,0,0,0,0,0,1,0
261,3,0,-0.2641469768259236,-1.1503493803760079,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
262,3,1,-1.970101168076067,0.6762626942651104,0.6989700043360189,0.47712125471966244,1,0,0,0,1,0,0,0,0,0,0,0,1,0
263,1,0,1.4799413890351998,1.329102771594075,0.3010299956639812,0.3010299956639812,1,0,0,0,1,0,0,0,0,1,0,0,0,0
264,1,0,0.9132499266836088,-5.199337582605575,0.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
265,3,0,-0.2641469768259236,-1.1503493803760079,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
266,2,0,0.6102946101863326,-0.2948912713722954,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
267,3,0,-1.2975429286165532,0.8131596275295975,0.6989700043360189,0.3010299956639812,1,0,0,0,1,0,0,0,0,0,0,0,1,0
268,3,1,-0.2641469768259236,-0.967421566101701,0.3010299956639812,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
269,1,1,1.7720341481691486,1.7528290046395152,0.0,0.3010299956639812,0,0,0,0,1,0,0,1,0,0,0,0,0,0
270,1,1,0.5485222826980978,1.7219141449551265,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
271,1,0,0.8122178014999129,0.6643789989318133,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
272,3,1,-0.2641469768259236,-5.199337582605575,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
273,2,1,0.9674215661017008,0.18619382151321814,0.0,0.3010299956639812,0,0,0,0,1,0,0,0,0,0,0,0,1,0
274,1,0,0.6744897501960817,0.6174648767325491,0.0,0.3010299956639812,1,1,0,0,0,0,0,1,0,0,0,0,0,0
275,3,1,-0.2641469768259236,-1.1503493803760079,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
276,1,1,1.887986388616076,1.2962194736179753,0.3010299956639812,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
277,3,0,1.1503493803760079,-1.1503493803760079,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
278,2,0,0.31863936396437514,-5.199337582605575,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
279,3,0,-1.6448536269514729,0.59714609685134,0.6989700043360189,0.3010299956639812,1,0,0,1,0,0,0,0,0,0,0,0,1,0
280,3,1,0.5485222826980978,0.20308927325117826,0.3010299956639812,0.3010299956639812,0,0,0,0,1,0,0,0,0,0,0,0,1,0
281,3,0,1.9424443284238977,-1.1503493803760079,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
282,3,0,0.1573106846101707,-0.8122178014999131,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
283,3,0,-1.2975429286165532,-0.3604300790482675,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
284,3,1,-0.967421566101701,-0.5485222826980981,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
285,1,0,0.8122178014999129,0.43072729929545744,0.0,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
286,3,0,0.46925288381280184,-0.43072729929545756,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
287,3,1,0.31863936396437514,-0.3604300790482675,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
288,3,0,-0.6744897501960817,-0.6744897501960817,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
289,2,1,1.009990169249582,-0.1046334556140754,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
290,3,1,-0.6744897501960817,-1.1503493803760079,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
291,1,1,0.0,1.313375300253107,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
292,1,1,-0.967421566101701,1.4283366423447337,0.3010299956639812,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
293,2,0,0.6102946101863326,-0.12275785250853997,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
294,3,0,-0.5485222826980981,-0.41481565096776407,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
295,3,0,-0.5485222826980981,-0.6744897501960817,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
296,1,0,0.8122178014999129,0.5485222826980978,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
297,3,0,-0.579132162255556,-1.6579213940603703,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
298,1,0,-2.149768904909605,1.7503627437849745,0.3010299956639812,0.47712125471966244,0,0,0,0,1,0,0,1,0,0,0,0,0,0
299,1,1,0.8122178014999129,0.6461673371442507,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
300,1,1,1.382994127100648,1.8899837786880713,0.0,0.3010299956639812,0,1,0,0,0,0,1,0,0,0,0,0,0,0
301,3,1,-0.2641469768259236,-1.1503493803760079,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
302,3,1,-0.2641469768259236,0.2910945330374763,0.47712125471966244,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
303,3,0,-0.967421566101701,-5.199337582605575,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
304,2,1,0.31863936396437514,-0.19939467832408986,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
305,3,0,-0.2641469768259236,-0.5485222826980981,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
306,1,1,-2.4854174739683987,1.7503627437849745,0.3010299956639812,0.47712125471966244,1,0,0,0,1,0,0,1,0,0,0,0,0,0
307,1,1,0.8122178014999129,1.5426305919770709,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
308,1,1,-1.2206403488473496,1.5302603255895195,0.3010299956639812,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
309,2,0,0.31863936396437514,0.3140323044842253,0.3010299956639812,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
310,1,1,0.31863936396437514,1.0069992033090975,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
311,1,1,-0.5485222826980981,1.387452989487395,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
312,1,1,-1.1503493803760079,1.9152233135129777,0.47712125471966244,0.47712125471966244,0,1,0,0,0,0,1,0,0,0,0,0,0,0
313,2,0,0.0,0.43072729929545744,0.3010299956639812,0.3010299956639812,0,0,0,0,1,0,0,0,0,0,0,0,1,0
314,3,0,0.1573106846101707,-0.6744897501960817,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
315,2,0,1.0544724517700528,0.447436544633375,0.3010299956639812,0.3010299956639812,1,0,0,0,1,0,0,0,0,0,0,0,1,0
316,3,1,0.0,-0.8122178014999131,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
317,2,1,-0.5485222826980981,0.43072729929545744,0.3010299956639812,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
318,2,0,1.5932188180230542,-0.03262711921086423,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
319,1,1,0.37409541019772335,1.7677613566721564,0.0,0.47712125471966244,0,0,0,0,1,0,0,1,0,0,0,0,0,0
320,1,1,0.9132499266836088,1.71242948364135,0.3010299956639812,0.3010299956639812,0,1,0,0,0,0,0,0,0,1,0,0,0,0
321,3,0,-0.6744897501960817,-1.382994127100638,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
322,3,0,0.10463345561407526,-0.6744897501960817,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
323,2,1,0.31863936396437514,-0.19939467832408986,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
324,2,1,-0.6744897501960817,0.5927616914298062,0.3010299956639812,0.3010299956639812,0,0,0,0,1,0,0,0,0,0,0,0,1,0
325,3,0,-0.2641469768259236,1.1503493803760079,0.9542425094393249,0.47712125471966244,1,0,0,0,1,0,0,0,0,0,0,0,1,0
326,1,1,0.6102946101863326,1.7219141449551265,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
327,3,0,1.8386123585829448,-1.7994755807932505,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
328,2,1,0.6102946101863326,-0.1046334556140754,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
329,3,1,0.37409541019772335,0.20929857062027762,0.3010299956639812,0.3010299956639812,0,0,0,0,1,0,0,0,0,0,0,0,1,0
330,1,1,-1.2975429286165532,1.01813036191861,0.0,0.3010299956639812,0,1,0,0,0,0,1,0,0,0,0,0,0,0
331,3,1,-0.2641469768259236,0.2910945330374763,0.47712125471966244,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
332,1,0,1.170831118956792,0.5753363116292868,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
333,1,0,0.8122178014999129,1.7528290046395152,0.0,0.3010299956639812,1,0,0,0,1,0,0,1,0,0,0,0,0,0
334,3,0,-1.2975429286165532,0.15255679912047865,0.47712125471966244,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
335,1,1,0.8122178014999129,1.705415574568406,0.3010299956639812,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
336,3,0,-0.2641469768259236,-0.6744897501960817,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
337,1,0,0.21042839424792456,1.1147810111915324,0.3010299956639812,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
338,1,1,0.9674215661017008,1.71242948364135,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
339,3,1,1.1503493803760079,-0.5485222826980981,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
340,1,0,1.1503493803760079,0.7426267184790132,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
341,2,1,-2.149768904909605,0.43072729929545744,0.3010299956639812,0.3010299956639812,1,0,0,0,1,0,0,0,0,0,1,0,0,0
342,1,1,-0.5485222826980981,1.9163123875534662,0.6020599913279624,0.47712125471966244,0,0,0,0,1,0,0,1,0,0,0,0,0,0
343,2,0,0.1573106846101707,-0.1046334556140754,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
344,2,0,-0.2641469768259236,-0.1046334556140754,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
345,2,0,0.6102946101863326,-0.1046334556140754,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
346,2,1,-0.5485222826980981,-0.1046334556140754,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
347,2,1,0.9132499266836088,-0.1046334556140754,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
348,3,1,-0.2641469768259236,0.11019150964631995,0.3010299956639812,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
349,3,1,-1.970101168076067,0.10574480237128556,0.3010299956639812,0.3010299956639812,1,0,0,0,1,0,0,0,0,0,0,0,1,0
350,3,0,1.009990169249582,-0.43072729929545756,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
351,3,0,-0.6102946101863327,-0.3833001194418878,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
352,1,0,0.8122178014999129,0.7343873198444514,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
353,3,0,-1.3829941271006372,-1.6579213940603703,0.3010299956639812,0.3010299956639812,1,1,0,0,0,0,0,0,0,0,0,0,1,0
354,3,0,-0.2641469768259236,0.14808570315121047,0.3010299956639812,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
355,3,0,-0.2641469768259236,-1.731664396122245,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
356,3,0,0.1573106846101707,-0.3604300790482675,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
357,1,1,-0.6744897501960817,0.9868662598174517,0.0,0.3010299956639812,0,0,0,0,1,0,0,0,0,1,0,0,0,0
358,2,0,0.8122178014999129,-0.1046334556140754,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
359,3,1,-0.2641469768259236,-0.7277824083108418,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
360,3,1,-0.2641469768259236,-0.7277824083108418,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
361,3,0,0.9132499266836088,0.5546534360049911,0.3010299956639812,0.6989700043360189,1,0,0,0,1,0,0,0,0,0,0,0,1,0
362,2,0,0.21042839424792456,0.5485222826980978,0.3010299956639812,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
363,3,0,1.1503493803760079,0.0,0.0,0.3010299956639812,0,1,0,0,0,0,0,0,0,0,0,0,1,0
364,3,0,0.5485222826980978,-1.743107270338234,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
365,3,0,-0.2641469768259236,0.07833360323036327,0.3010299956639812,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
366,3,0,0.31863936396437514,-1.382994127100638,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
367,1,1,1.815517334952668,1.246318354078727,0.3010299956639812,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
368,3,1,-0.2641469768259236,-1.6579213940603703,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
369,3,1,-0.2641469768259236,-1.1503493803760079,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
370,1,1,-0.5485222826980981,1.1472786763683467,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
371,1,1,-0.2641469768259236,0.991440324701246,0.3010299956639812,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
372,3,0,-1.1503493803760079,-1.7809371300344714,0.3010299956639812,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
373,3,0,-0.967421566101701,-0.5485222826980981,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
374,1,0,-0.6744897501960817,1.7219141449551265,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
375,3,0,-1.970101168076067,0.22538687441273753,0.6020599913279624,0.3010299956639812,0,0,0,0,1,0,0,0,0,0,0,0,1,0
376,1,1,0.8122178014999129,1.3809474939116078,0.3010299956639812,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
377,3,1,-0.6744897501960817,-1.382994127100638,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
378,1,0,0.10463345561407526,1.8333332410098937,0.0,0.47712125471966244,1,1,0,0,0,0,0,1,0,0,0,0,0,0
379,3,0,-0.887146559018876,-1.992828070976572,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
380,3,0,-0.967421566101701,-0.967421566101701,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
381,1,1,1.009990169249582,1.857802027660256,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
382,3,1,-2.449128853944237,0.09648864387788503,0.0,0.47712125471966244,0,1,0,0,0,0,0,0,0,0,0,0,1,0
383,3,0,0.43072729929545744,-0.649863538956174,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
384,1,1,0.5485222826980978,0.9539213473963434,0.3010299956639812,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
385,3,0,-0.2641469768259236,-0.6744897501960817,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
386,2,0,-1.1503493803760079,1.2156575480117222,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
387,3,0,-2.449128853944237,0.8934711068963973,0.7781512503836436,0.47712125471966244,1,0,0,0,1,0,0,0,0,0,0,0,1,0
388,2,1,0.6102946101863326,-0.1046334556140754,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
389,3,0,-0.2641469768259236,-1.1588107532774579,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
390,2,1,-1.2206403488473496,-0.22340130609860284,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
391,1,1,0.6102946101863326,1.602777802072835,0.3010299956639812,0.47712125471966244,1,0,0,0,1,0,1,0,0,0,0,0,0,0
392,3,1,-0.8122178014999131,-0.9245138281980756,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
393,3,0,0.1573106846101707,-0.649863538956174,0.47712125471966244,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
394,1,1,-0.6102946101863327,1.557869291635738,0.3010299956639812,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
395,3,1,-0.5485222826980981,0.12354507242772668,0.0,0.47712125471966244,0,0,0,0,1,0,0,0,0,0,0,1,0,0
396,3,0,-0.6744897501960817,-0.9245138281980756,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
397,3,0,0.37409541019772335,-0.8122178014999131,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
398,2,0,1.1918161716813969,0.43072729929545744,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
399,2,0,-0.6102946101863327,-0.2948912713722954,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
400,2,1,0.1573106846101707,-0.15548778674794636,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
401,3,1,0.8616341201741718,-0.649863538956174,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
402,3,0,0.0,-0.5485222826980981,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
403,3,0,-0.8122178014999131,-0.33364179783045994,0.3010299956639812,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
404,3,0,0.1573106846101707,0.10463345561407526,0.3010299956639812,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
405,3,0,-0.887146559018876,-0.43072729929545756,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
406,2,0,0.5084880591093566,0.22313996679010467,0.3010299956639812,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
407,3,0,1.42978833594553,-1.1503493803760079,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
408,2,1,-1.970101168076067,0.16935135709662974,0.3010299956639812,0.3010299956639812,1,0,0,0,1,0,0,0,0,0,0,0,1,0
409,3,0,-0.8122178014999131,-0.967421566101701,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
410,3,0,-0.2641469768259236,0.3979199562624894,0.6020599913279624,0.3010299956639812,0,0,0,0,1,0,0,0,0,0,0,0,1,0
411,3,0,-0.2641469768259236,-0.6744897501960817,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
412,3,0,-0.2641469768259236,-1.755909830055088,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
413,1,1,0.46925288381280184,1.422625456485952,0.3010299956639812,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
414,2,0,0.31863936396437514,-5.199337582605575,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
415,3,1,1.1011455083738528,-0.649863538956174,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
416,3,0,-0.2641469768259236,-0.5485222826980981,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
417,2,1,0.5084880591093566,0.6939114576697333,0.3010299956639812,0.3010299956639812,0,0,0,0,1,0,0,0,0,0,0,0,1,0
418,2,1,-1.1503493803760079,-0.1046334556140754,0.0,0.47712125471966244,0,0,0,0,1,0,0,0,0,0,0,0,1,0
419,2,0,0.31863936396437514,-0.1046334556140754,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
420,3,0,-1.5341205443525463,0.31863936396437514,0.0,0.47712125471966244,0,0,0,0,1,0,0,0,0,0,0,0,1,0
421,3,0,-0.2641469768259236,-0.6744897501960817,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
422,3,0,-0.8122178014999131,-1.1571363276834234,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
423,3,0,0.21042839424792456,-0.7415940438615164,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
424,3,0,0.1573106846101707,-0.0038927358572444283,0.3010299956639812,0.3010299956639812,0,0,0,0,1,0,0,0,0,0,0,0,1,0
425,3,0,-1.1503493803760079,0.20224316256953456,0.3010299956639812,0.3010299956639812,1,0,0,0,1,0,0,0,0,0,0,0,1,0
426,3,0,-0.2641469768259236,-1.382994127100638,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
427,2,1,0.1573106846101707,0.43072729929545744,0.3010299956639812,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
428,2,1,-0.967421566101701,0.43072729929545744,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
429,3,0,-0.2641469768259236,-1.1503493803760079,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
430,3,1,0.43072729929545744,-0.5485222826980981,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
431,1,1,0.1573106846101707,0.4676543823538879,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
432,3,1,-0.2641469768259236,0.11019150964631995,0.3010299956639812,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
433,2,1,1.009990169249582,0.43072729929545744,0.3010299956639812,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
434,3,0,-1.2206403488473496,-1.73817529510968,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
435,1,0,1.382994127100648,0.9962083232351672,0.3010299956639812,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
436,1,1,-1.410699178450397,1.602777802072835,0.3010299956639812,0.47712125471966244,0,0,0,0,1,0,1,0,0,0,0,0,0,0
